Surname,Awards,Education,DBLP Info
Wiener,2,"Wiener was born in Columbia, Missouri, the first child of Leo Wiener and Bertha Kahn, Jewish immigrants from Lithuania and Germany, respectively. Through his father, he was related to Maimonides, the famous rabbi, philosopher and physician from Al Andalus, as well as to Akiva Eger, chief rabbi of Posen from 1815 to 1837.[7]: p. 4 Leo had educated Norbert at home until 1903, employing teaching methods of his own invention, except for a brief interlude when Norbert was 7 years of age. Earning his living teaching German and Slavic languages,",2
Wijngaarden,1,"Van Wijngaarden's university education was in mechanical engineering, for which he received a degree from Delft University of Technology[1] in 1939. He then studied for a doctorate in hydrodynamics, but abandoned the field. He joined the Nationaal Luchtvaartlaboratorium in 1945 and went with a group to England the next year to learn about new technologies that had been developed there during World War II. Van Wijngaarden was intrigued by the new idea of automatic computing. On 1 January 1947, he became the head of the Computing Department of the brand-new",7
Wilkes,6,"Wilkes was born in Dudley, Worcestershire, England[13] the only child of Ellen (Helen), née Malone (1885–1968) and Vincent Joseph Wilkes (1887–1971), an accounts clerk at the estate of the Earl of Dudley.[14] He grew up in Stourbridge, West Midlands, and was educated at King Edward VI College, Stourbridge. During his school years he was introduced to amateur radio by his chemistry teacher.[15] He studied the Mathematical Tripos at St John's College, Cambridge from 1931 to 1934, and in 1936 completed his PhD in physics on the subject of radio propagation",84
Wilks,0,"Wilks was educated at Torquay Boys' Grammar School, followed by Pembroke College, Cambridge, where he read Philosophy,[2] joined the Epiphany Philosophers and obtained his Doctor of Philosophy degree (1968) under Professor R. B. Braithwaite for the thesis 'Argument and Proof';[3] he was an early pioneer in meaning-based approaches to the understanding of natural language content by computers.[4] His main early contribution in the 1970s was called ""Preference Semantics"" (Wilks, 1973; Wilks and Fass, 1992), an algorithmic method for assigning the ""most coherent"" interpretation to a sentence in terms of having",199
Wilkinson,4,"Born in Strood, England, he won a Foundation Scholarship to Sir Joseph Williamson's Mathematical School in Rochester.[6] He studied the Cambridge Mathematical Tripos at Trinity College, Cambridge, where he graduated as Senior Wrangler.[7]",25
Wilson,8,"Wilson was born in 1957 and brought up in Leeds, Yorkshire. Her parents were both teachers, with her father specialising in English and her mother in physics.[3] From 1975,[11] she studied computer science and the Mathematical Tripos at Selwyn College, University of Cambridge[4] and was a member of their Microprocessor society.[12]",2
Winograd,1,"Winograd grew up in Colorado and graduated from Colorado College in 1966. He wrote SHRDLU as a PhD thesis at MIT in the years from 1968–70. In making the program Winograd was concerned with the problem of providing a computer with sufficient ""understanding"" to be able to use natural language. Winograd built a blocks world, restricting the program's intellectual world to a simulated ""world of toy blocks"". The program could accept commands such as, ""Find a block which is taller than the one you are holding and put it into",116
Wirth,7,"Niklaus Emil Wirth was born in Winterthur, Switzerland, on 15 February 1934.[4] He earned a Bachelor of Science (B.S.) degree in electronic engineering from the Swiss Federal Institute of Technology, Zürich (ETH Zürich) in 1959. In 1960, he earned a Master of Science (M.Sc.) from Université Laval in Quebec. Then in 1963, he was awarded a PhD in electrical engineering and computer science (EECS) from the University of California, Berkeley, supervised by computer design pioneer Harry Huskey.[5]",92
Wiseman,0,"Born in Cowlinge near Newmarket, Suffolk, Wiseman joined the Pye electronics company in Cambridge as an apprentice in 1950. 1954–1957 he studied for a BSc (Eng) degree in electrical engineering at Queen Mary College, University of London. During this time he started working for the Mathematical Laboratory, Cambridge during his vacations, e.g. on the construction of a high speed photo-electric paper tape reader. His ability recognised, arrangements were made for him to spend two years at the University of Illinois to study for a master's degree in electrical engineering (awarded",25
Wisnosky,0,"Dennis E. Wisnosky was born in Washington, Pennsylvania. and received his bachelor's degree in physics and mathematics from California University of Pennsylvania, a master's in management science from the University of Dayton, and a master's in electrical engineering from the University of Pittsburgh.[2] Wisnosky joined the US Air Force Materials Laboratory, Wright-Patterson Air Force Base, in Ohio in 1971, where he headed the computer and information services. In 1976 he became manager of its ICAM program.[3] In 1986 he founded Wizdom Systems and became its chief executive officer.[4] In August",0
Wolfram,1,"Wolfram was educated at Eton College, but left prematurely in 1976.[15] As a young child, Wolfram had difficulties learning arithmetic.[16] He entered St. John's College, Oxford, at age 17 and left in 1978[17] without graduating[18][19] to attend the California Institute of Technology the following year, where he received a PhD[20] in particle physics in 1980.[21] Wolfram's thesis committee was composed of Richard Feynman, Peter Goldreich, Frank J. Sciulli and Steven Frautschi, and chaired by Richard D. Field.[21][22]",37
Wulf,0,"Born in Chicago, Wulf attended the University of Illinois Urbana–Champaign, receiving a Bachelor of Science (B.S.) in engineering physics in 1961 and an Master of Science (M.S.) in electrical engineering in 1963. He then achieved the first Doctor of Philosophy (Ph.D.) in computer science from the University of Virginia in 1968.",84
Yannakakis,1,"Yannakakis was born in Athens, Greece in 1953 and attended Varvakeio High School for his early education. He graduated from the National Technical University of Athens in 1975 with a diploma in Electrical Engineering, and then earned his PhD in Computer Science from Princeton University in 1979.[1] His dissertation was entitled ""The Complexity of Maximum Subgraph Problems"".[4] In 1978 he joined Bell Laboratories and served as Director of the Computing Principles Research Department starting from 1991 until 2001, when he left Bell laboratories and joined Avaya Laboratories. There he served",290
Yao,4,"Yao was born in Shanghai, China. He completed his undergraduate education in physics at the National Taiwan University, before completing a Doctor of Philosophy in physics at Harvard University in 1972, and then a second PhD in computer science from the University of Illinois at Urbana–Champaign in 1975.",2
Yourdon,0,"Yourdon obtained his B.S. in applied mathematics from Massachusetts Institute of Technology (MIT) in 1965, and did graduate work in electrical engineering and computer science at MIT and the Polytechnic Institute of New York. In 1964 Yourdon started working at Digital Equipment Corporation developing FORTRAN programs for the PDP-5 minicomputer and later assembler for the PDP-8. In the late 1960s and early 1970s he worked at a small consulting firm and as an independent consultant. In 1974 Yourdon founded his own consulting firm, YOURDON Inc., to provide educational, publishing, and",18
